symbol,entry_time,exit_time,entry_px,exit_px,sl_px,tp_px,qty,pnl,r_mult,reason
AAPL,2025-10-31 16:20:00+00:00,2025-10-31 16:55:00+00:00,272.42999267578125,271.7705601283482,271.7705601283482,273.4191414969308,758,-499.8498709542349,-1.0,SL
AAPL,2025-10-31 17:00:00+00:00,2025-10-31 17:20:00+00:00,271.2300109863281,270.54124886649,270.54124886649,272.26315416608537,725,-499.35253688265533,-1.0,SL
AAPL,2025-10-31 18:10:00+00:00,2025-10-31 19:30:00+00:00,271.42999267578125,272.17635018484935,270.9324210030692,272.17635018484935,1004,749.3429391043771,1.5,TP
SPY,2025-10-31 18:50:00+00:00,2025-10-31 18:55:00+00:00,681.7899780273438,682.5585043770926,681.2776271275112,682.5585043770926,975,749.313191005146,1.500000000000111,TP
SPY,2025-10-31 19:00:00+00:00,2025-10-31 19:20:00+00:00,682.489990234375,683.3270895821707,681.9319240025112,683.3270895821707,895,749.2039162771897,1.500000000000102,TP
MSFT,2025-10-31 19:20:00+00:00,2025-10-31 19:30:00+00:00,518.5150146484375,519.5918382917132,517.7971322195871,519.5918382917132,696,749.4692557198887,1.5000000000000793,TP
SPY,2025-10-31 19:35:00+00:00,2025-10-31 19:45:00+00:00,684.0900268554688,683.5443333217075,683.5443333217075,684.9085671561105,916,-499.85527692526784,-1.0,SL
AAPL,2025-10-31 19:35:00+00:00,2025-10-31 19:45:00+00:00,272.46099853515625,272.03944178989957,272.03944178989957,273.09333365304127,1186,-499.9662998744227,-1.0,SL
MSFT,2025-10-31 19:35:00+00:00,2025-10-31 19:45:00+00:00,518.6199951171875,517.8633815220425,517.8633815220425,519.7549155099051,660,-499.36497279572677,-1.0,SL
MSFT,2025-10-31 19:50:00+00:00,2025-11-03 14:30:00+00:00,517.2050170898438,518.6773027692523,516.2234933035714,518.6773027692523,509,749.393410818934,1.500000000000058,TP
SPY,2025-10-31 19:50:00+00:00,2025-10-31 19:55:00+00:00,683.0599975585938,682.4035775320871,682.4035775320871,684.0446275983538,761,-499.5356401715836,-1.0,SL
SPY,2025-11-03 14:30:00+00:00,2025-11-03 14:35:00+00:00,684.7000122070312,683.7432338169643,683.7432338169643,686.1351797921317,522,-499.4383196149299,-1.0,SL
SPY,2025-11-03 14:40:00+00:00,2025-11-03 14:55:00+00:00,683.1699829101562,682.206059047154,682.206059047154,684.6158687046596,518,-499.3125610351731,-1.0,SL
MSFT,2025-11-03 14:55:00+00:00,2025-11-03 15:05:00+00:00,522.3499755859375,520.5953935895648,520.5953935895648,524.9818485804966,284,-498.30128696985685,-1.0,SL
SPY,2025-11-03 15:00:00+00:00,2025-11-03 15:25:00+00:00,682.1099853515625,681.0764247349331,681.0764247349331,683.6603262765067,483,-499.2097778320077,-1.0,SL
MSFT,2025-11-03 15:10:00+00:00,2025-11-03 15:30:00+00:00,520.77001953125,518.8649466378348,518.8649466378348,523.6276288713727,262,-499.12909807478104,-1.0,SL
MSFT,2025-11-03 15:35:00+00:00,2025-11-03 16:45:00+00:00,519.9600219726562,518.1881626674107,518.1881626674107,522.6178109305246,282,-499.6643240792548,-1.0,SL
SPY,2025-11-03 16:30:00+00:00,2025-11-03 18:05:00+00:00,682.8049926757812,684.0187268938337,681.9958365304129,684.0187268938337,617,748.8740125383449,1.4999999999999298,TP
SPY,2025-11-03 18:10:00+00:00,2025-11-03 18:25:00+00:00,684.0800170898438,683.6275024414062,683.6275024414062,684.7587890625,1104,-499.576171875,-1.0,SL
SPY,2025-11-03 18:30:00+00:00,2025-11-03 18:50:00+00:00,684.010009765625,683.5821838378906,683.5821838378906,684.6517486572266,1168,-499.70068359375,-1.0,SL
AAPL,2025-11-03 18:35:00+00:00,2025-11-03 19:00:00+00:00,268.3349914550781,267.9717232840402,267.9717232840402,268.879893711635,1376,-499.85700334819194,-1.0,SL
SPY,2025-11-03 18:55:00+00:00,2025-11-03 19:00:00+00:00,683.5900268554688,683.2318507603237,683.2318507603237,684.1272909981864,1395,-499.6556527273316,-1.0,SL
AAPL,2025-11-03 19:05:00+00:00,2025-11-03 19:30:00+00:00,267.6000061035156,267.2043130057199,267.2043130057199,268.19354575020924,1263,-499.760382516023,-1.0,SL
SPY,2025-11-03 19:05:00+00:00,2025-11-03 19:25:00+00:00,683.489990234375,683.0810982840402,683.0810982840402,684.1033281598773,1222,-499.66596330913194,-1.0,SL
SPY,2025-11-03 19:30:00+00:00,2025-11-03 19:40:00+00:00,683.510009765625,683.0793064662388,683.0793064662388,684.1560647147043,1160,-499.61582728800295,-1.0,SL
AAPL,2025-11-03 20:40:00+00:00,2025-11-03 20:50:00+00:00,268.05999755859375,267.76331874302457,267.76331874302457,268.5050157819475,1685,-499.9038042340686,-1.0,SL
AAPL,2025-11-04 14:30:00+00:00,2025-11-04 14:40:00+00:00,268.5849914550781,269.3312770298549,268.0874677385603,269.3312770298549,1004,749.2707170758847,1.500000000000057,TP
AAPL,2025-11-04 14:45:00+00:00,2025-11-04 14:50:00+00:00,269.06500244140625,268.40856279645647,268.40856279645647,270.0496619088309,761,-499.5505698067863,-1.0,SL
AAPL,2025-11-04 14:55:00+00:00,2025-11-04 16:05:00+00:00,268.3002014160156,269.4552732195173,267.5301535470145,269.4552732195173,649,749.6416004726022,1.4999999999999998,TP
AAPL,2025-11-04 16:10:00+00:00,2025-11-04 16:20:00+00:00,269.5400085449219,270.353882925851,268.9974256243025,270.353882925851,921,749.5783048357207,1.5000000000000522,TP
AAPL,2025-11-04 16:25:00+00:00,2025-11-04 16:35:00+00:00,270.6099853515625,271.47205897739957,270.0352696010045,271.47205897739957,869,749.1419808524137,1.5000000000000495,TP
AAPL,2025-11-04 16:50:00+00:00,2025-11-04 17:10:00+00:00,270.55999755859375,269.96831185477123,269.96831185477123,271.44752611432756,845,-499.97441973002964,-1.0,SL
AAPL,2025-11-04 17:15:00+00:00,2025-11-04 17:35:00+00:00,269.3326110839844,270.1749518258231,268.7710505894252,270.1749518258231,890,749.6832602364532,1.4999999999999494,TP
AAPL,2025-11-04 17:40:00+00:00,2025-11-04 20:10:00+00:00,270.2200012207031,269.7166660853795,269.7166660853795,270.97500392368863,993,-499.811789376387,-1.0,SL
MSFT,2025-11-04 19:20:00+00:00,2025-11-04 19:30:00+00:00,512.5999755859375,511.88494655064176,511.88494655064176,513.6725191388812,699,-499.80529567172414,-1.0,SL
MSFT,2025-11-04 19:35:00+00:00,2025-11-04 19:45:00+00:00,512.1500244140625,513.2911213466099,511.3892931256975,513.2911213466099,657,749.7006846836315,1.4999999999998879,TP
MSFT,2025-11-04 19:50:00+00:00,2025-11-04 20:45:00+00:00,513.469970703125,514.603396824428,512.714353288923,514.603396824428,661,749.1946661813133,1.5000000000000753,TP
MSFT,2025-11-04 20:50:00+00:00,2025-11-05 14:30:00+00:00,514.0900268554688,513.4498029436384,513.4498029436384,515.0503627232143,780,-499.3746512277039,-1.0,SL
SPY,2025-11-05 14:55:00+00:00,2025-11-05 15:20:00+00:00,677.280029296875,676.3368137904575,676.3368137904575,678.6948525565011,530,-499.9042184012535,-1.0,SL
MSFT,2025-11-05 15:25:00+00:00,2025-11-05 15:35:00+00:00,514.25,512.9079132080078,512.9079132080078,516.2631301879883,372,-499.25628662109375,-1.0,SL
SPY,2025-11-05 15:25:00+00:00,2025-11-05 16:40:00+00:00,677.4400024414062,679.0835767473493,676.3442862374442,679.0835767473493,456,749.4698835100298,1.499999999999948,TP
MSFT,2025-11-05 15:40:00+00:00,2025-11-05 15:55:00+00:00,512.39501953125,511.29850333077565,511.29850333077565,514.0397938319614,455,-498.9148712158314,-1.0,SL
AAPL,2025-11-05 16:50:00+00:00,2025-11-05 17:00:00+00:00,270.19000244140625,269.78267342703685,269.78267342703685,270.80099596296037,1227,-499.792700631248,-1.0,SL
SPY,2025-11-05 17:00:00+00:00,2025-11-05 17:30:00+00:00,679.25,680.2532152448382,678.5811898367746,680.2532152448382,747,749.401787894137,1.500000000000085,TP
AAPL,2025-11-05 17:05:00+00:00,2025-11-05 17:30:00+00:00,269.55999755859375,270.15652901785717,269.1623099190848,270.15652901785717,1257,749.8400442941154,1.4999999999999998,TP
AAPL,2025-11-05 17:35:00+00:00,2025-11-05 18:05:00+00:00,270.5356140136719,270.2108851841518,270.2108851841518,271.022707257952,1539,-499.7576686314299,-1.0,SL
SPY,2025-11-05 17:55:00+00:00,2025-11-05 18:35:00+00:00,680.219970703125,680.8348257882254,679.8100673130581,680.8348257882254,1219,749.5083487374244,1.5000000000001388,TP
AAPL,2025-11-05 18:10:00+00:00,2025-11-05 18:15:00+00:00,270.3800048828125,270.08836146763394,270.08836146763394,270.81747000558033,1714,-499.8768136160436,-1.0,SL
AAPL,2025-11-05 18:20:00+00:00,2025-11-05 19:05:00+00:00,270.07000732421875,269.77670506068637,269.77670506068637,270.5099607195173,1704,-499.78705705917946,-1.0,SL
SPY,2025-11-05 18:40:00+00:00,2025-11-05 19:00:00+00:00,680.5999755859375,680.2408011300223,680.2408011300223,681.1387372698102,1392,-499.9708426339512,-1.0,SL
SPY,2025-11-05 19:05:00+00:00,2025-11-05 19:15:00+00:00,679.8499755859375,680.3711591448102,679.5025198800223,680.3711591448102,1439,749.9831412178662,1.4999999999998364,TP
AAPL,2025-11-05 19:10:00+00:00,2025-11-05 19:30:00+00:00,270.6000061035156,271.16939871651783,270.2204110281808,271.16939871651783,1317,749.8900713239077,1.5000000000000002,TP
SPY,2025-11-05 19:20:00+00:00,2025-11-05 20:20:00+00:00,680.4420776367188,680.09865461077,680.09865461077,680.9572121756418,1455,-499.68050275537223,-1.0,SL
AAPL,2025-11-05 19:35:00+00:00,2025-11-05 19:40:00+00:00,271.0299072265625,270.55076817103793,270.55076817103793,271.74861580984935,1043,-499.7420349121263,-1.0,SL
AAPL,2025-11-05 19:45:00+00:00,2025-11-05 20:15:00+00:00,270.0943908691406,269.5716879708426,269.5716879708426,270.87844521658764,956,-499.703970772895,-1.0,SL
AAPL,2025-11-06 15:15:00+00:00,2025-11-06 15:30:00+00:00,271.6099853515625,273.0442897251674,270.6537824358259,273.0442897251674,522,748.7068830217592,1.5000000000000298,TP
AAPL,2025-11-06 15:35:00+00:00,2025-11-06 16:40:00+00:00,272.239990234375,271.1818411690848,271.1818411690848,273.8272138323103,472,-499.44635881697195,-1.0,SL
AAPL,2025-11-06 17:30:00+00:00,2025-11-06 17:45:00+00:00,271.6300048828125,272.5027509416853,271.0481741768973,272.5027509416853,859,749.6888645717286,1.5000000000000002,TP
AAPL,2025-11-06 17:50:00+00:00,2025-11-06 18:05:00+00:00,272.1199951171875,271.57708958217074,271.57708958217074,272.93435341971264,920,-499.4730922154167,-1.0,SL
AAPL,2025-11-06 18:10:00+00:00,2025-11-06 19:10:00+00:00,271.2200012207031,271.9451348440988,270.73657880510603,271.9451348440988,1034,749.7881665911161,1.5000000000000588,TP
SPY,2025-11-06 18:50:00+00:00,2025-11-06 18:55:00+00:00,671.969970703125,671.2197919573102,671.2197919573102,673.0952388218471,666,-499.61904471263324,-1.0,SL
MSFT,2025-11-06 18:50:00+00:00,2025-11-06 19:00:00+00:00,498.8800048828125,498.1681387765067,498.1681387765067,499.94780404227123,702,-499.7300066266855,-1.0,SL
SPY,2025-11-06 19:00:00+00:00,2025-11-06 19:25:00+00:00,672.260009765625,673.457048688616,671.4619838169643,673.457048688616,626,749.3463657924005,1.5000000000000713,TP
MSFT,2025-11-06 19:05:00+00:00,2025-11-06 19:25:00+00:00,498.70001220703125,499.7933872767857,497.9710954938616,499.7933872767857,685,748.9619227818137,1.4999999999999611,TP
AAPL,2025-11-06 19:15:00+00:00,2025-11-06 19:25:00+00:00,271.6700134277344,272.151479448591,271.34903608049666,272.151479448591,1557,749.6425944737279,1.5000000000000886,TP
AAPL,2025-11-06 19:30:00+00:00,2025-11-06 19:35:00+00:00,272.1099853515625,271.7685982840402,271.7685982840402,272.62206595284596,1464,-499.7906668526548,-1.0,SL
SPY,2025-11-06 19:40:00+00:00,2025-11-06 19:50:00+00:00,672.8200073242188,672.0921761648996,672.0921761648996,673.9117540631976,686,-499.2921752929576,-1.0,SL
AAPL,2025-11-06 19:40:00+00:00,2025-11-06 20:10:00+00:00,270.9800109863281,271.5746361868722,270.5835941859654,271.5746361868722,1261,749.8223778861114,1.5000000000000717,TP
MSFT,2025-11-06 19:45:00+00:00,2025-11-06 20:10:00+00:00,500.1300048828125,499.47184099469865,499.47184099469865,501.11725071498324,759,-499.5463910784102,-1.0,SL
SPY,2025-11-06 19:55:00+00:00,2025-11-06 20:30:00+00:00,672.989990234375,672.2287336077009,672.2287336077009,674.1318751743862,656,-499.3843470982356,-1.0,SL
MSFT,2025-11-06 20:15:00+00:00,2025-11-06 20:25:00+00:00,499.5199890136719,498.90584455217635,498.90584455217635,500.4412057059152,814,-499.91359165735946,-1.0,SL
MSFT,2025-11-06 20:30:00+00:00,2025-11-06 20:35:00+00:00,498.7900085449219,498.1049368722098,498.1049368722098,499.81761605399,729,-499.4172494070989,-1.0,SL
AAPL,2025-11-07 15:20:00+00:00,2025-11-07 16:10:00+00:00,271.6400146484375,270.409181867327,270.409181867327,273.48626382010326,406,-499.71810913086597,-1.0,SL
SPY,2025-11-07 18:30:00+00:00,2025-11-07 18:50:00+00:00,665.27001953125,664.4864414760044,664.4864414760044,666.4453866141183,638,-499.92279924668287,-1.0,SL
MSFT,2025-11-07 18:35:00+00:00,2025-11-07 18:40:00+00:00,495.9649963378906,495.31766183035717,495.31766183035717,496.93599809919084,772,-499.7422398158294,-1.0,SL
MSFT,2025-11-07 18:45:00+00:00,2025-11-07 19:30:00+00:00,494.97100830078125,495.9870115007673,494.29367283412387,495.9870115007673,738,749.8103615897222,1.5,TP
SPY,2025-11-07 19:15:00+00:00,2025-11-07 19:30:00+00:00,665.9749755859375,667.0928606305804,665.229718889509,667.0928606305804,670,748.982979910736,1.5000000000000764,TP
MSFT,2025-11-07 19:35:00+00:00,2025-11-07 19:50:00+00:00,496.57000732421875,495.9171600341797,495.9171600341797,497.54927825927734,765,-499.4281768798828,-1.0,SL
MSFT,2025-11-07 19:55:00+00:00,2025-11-07 20:05:00+00:00,495.9700012207031,495.29078456333707,495.29078456333707,496.9888262067522,736,-499.9034598214166,-1.0,SL
MSFT,2025-11-07 20:10:00+00:00,2025-11-07 20:50:00+00:00,496.70001220703125,497.7809622628348,495.9793788364955,497.7809622628348,693,749.0983886718637,1.4999999999999605,TP
SPY,2025-11-07 20:20:00+00:00,2025-11-07 20:40:00+00:00,668.35498046875,669.7627607073102,667.4164603097098,669.7627607073102,532,748.9390869140452,1.4999999999999394,TP
SPY,2025-11-07 20:45:00+00:00,2025-11-07 20:55:00+00:00,668.72998046875,670.2261548723493,667.7325308663504,670.2261548723493,501,749.5833762032482,1.499999999999943,TP
MSFT,2025-11-07 20:55:00+00:00,2025-11-10 14:30:00+00:00,496.9200134277344,498.2157985142299,496.05615670340404,498.2157985142299,578,748.963779994415,1.5000000000000329,TP
AAPL,2025-11-10 15:35:00+00:00,2025-11-10 16:00:00+00:00,271.260009765625,270.3311244419643,270.3311244419643,272.65333775111606,538,-499.74030412946865,-1.0,SL
MSFT,2025-11-10 15:40:00+00:00,2025-11-10 15:55:00+00:00,503.6650085449219,502.2149658203125,502.2149658203125,505.84007263183594,344,-498.814697265625,-1.0,SL
SPY,2025-11-10 15:40:00+00:00,2025-11-10 15:50:00+00:00,677.7550048828125,677.0890808105469,677.0890808105469,678.7538909912109,750,-499.44305419921875,-1.0,SL
MSFT,2025-11-10 16:00:00+00:00,2025-11-10 16:40:00+00:00,501.8299865722656,500.72460501534596,500.72460501534596,503.4880589076451,452,-499.6324637276896,-1.0,SL
SPY,2025-11-10 16:55:00+00:00,2025-11-10 17:05:00+00:00,676.6300048828125,677.8042275565011,675.84718976702,677.8042275565011,638,749.1540658133474,1.4999999999999274,TP
SPY,2025-11-10 17:10:00+00:00,2025-11-10 17:30:00+00:00,676.739990234375,677.8858119419643,675.9761090959821,677.8858119419643,654,749.3673967634247,1.5,TP
MSFT,2025-11-10 17:35:00+00:00,2025-11-10 18:05:00+00:00,502.489990234375,503.43702806745256,501.85863167899,503.43702806745256,791,749.1069259643491,1.500000000000045,TP
AAPL,2025-11-10 18:15:00+00:00,2025-11-10 18:25:00+00:00,270.1099853515625,269.78751482282365,269.78751482282365,270.59369114467074,1550,-499.8293195452135,-1.0,SL
AAPL,2025-11-10 18:30:00+00:00,2025-11-10 19:00:00+00:00,269.7701110839844,270.23238372802734,269.46192932128906,270.23238372802734,1622,749.8062286376953,1.5,TP
SPY,2025-11-10 18:55:00+00:00,2025-11-10 19:25:00+00:00,679.875,680.4778485979352,679.4731009347098,680.4778485979352,1244,749.9436558314328,1.4999999999998586,TP
AAPL,2025-11-10 19:05:00+00:00,2025-11-10 19:10:00+00:00,270.0199890136719,269.7359837123326,269.7359837123326,270.4459969656808,1760,-499.84933035712857,-1.0,SL
MSFT,2025-11-10 19:05:00+00:00,2025-11-10 19:15:00+00:00,504.760009765625,504.20962960379467,504.20962960379467,505.5855800083705,908,-499.74518694194217,-1.0,SL
MSFT,2025-11-10 19:20:00+00:00,2025-11-10 19:40:00+00:00,504.5849914550781,505.44976588657926,504.0084751674107,505.44976588657926,867,749.7594321114817,1.5000000000000493,TP
SPY,2025-11-10 19:30:00+00:00,2025-11-10 19:50:00+00:00,680.5999755859375,681.2031969342913,680.1978280203683,681.2031969342913,1243,749.8041360038071,1.5000000000001414,TP
MSFT,2025-11-10 19:45:00+00:00,2025-11-10 20:30:00+00:00,506.07000732421875,505.47780064174106,505.47780064174106,506.9583173479353,844,-499.8224400111744,-1.0,SL
SPY,2025-11-10 19:55:00+00:00,2025-11-10 20:10:00+00:00,681.2999877929688,681.8710021972656,680.9193115234375,681.8710021972656,1313,749.7419128417969,1.5,TP
SPY,2025-11-10 20:15:00+00:00,2025-11-10 20:20:00+00:00,681.5549926757812,681.1592973981585,681.1592973981585,682.1485355922154,1263,-499.7631356375148,-1.0,SL
SPY,2025-11-10 20:25:00+00:00,2025-11-10 20:35:00+00:00,681.3099975585938,681.9024680001395,680.91501726423,681.9024680001395,1265,749.4751085553645,1.5000000000001439,TP
MSFT,2025-11-10 20:35:00+00:00,2025-11-11 14:30:00+00:00,506.04620361328125,505.43701607840404,505.43701607840404,506.9599849155971,820,-499.5337785993104,-1.0,SL
SPY,2025-11-10 20:40:00+00:00,2025-11-10 20:55:00+00:00,681.72998046875,681.3077697753906,681.3077697753906,682.3632965087891,1184,-499.8974609375,-1.0,SL
AAPL,2025-11-11 14:30:00+00:00,2025-11-11 14:35:00+00:00,270.739990234375,271.4701461791992,270.2532196044922,271.4701461791992,1027,749.8701553344727,1.5,TP
MSFT,2025-11-11 14:40:00+00:00,2025-11-11 15:05:00+00:00,505.1899108886719,504.1935076032366,504.1935076032366,506.6845158168248,501,-499.1980460030814,-1.0,SL
MSFT,2025-11-11 15:10:00+00:00,2025-11-11 15:30:00+00:00,505.8800048828125,504.6593715122768,504.6593715122768,507.71095493861606,409,-499.23904854911046,-1.0,SL
AAPL,2025-11-11 15:40:00+00:00,2025-11-11 16:30:00+00:00,273.1982116699219,272.2840663364955,272.2840663364955,274.56942967006137,546,-499.1233520507857,-1.0,SL
AAPL,2025-11-11 17:00:00+00:00,2025-11-11 17:20:00+00:00,272.57720947265625,273.24197060721264,272.134035382952,273.24197060721264,1128,749.8505597796034,1.5,TP
SPY,2025-11-11 17:00:00+00:00,2025-11-11 17:15:00+00:00,680.2000122070312,681.2247750418527,679.5168369838169,681.2247750418527,731,749.1016322544762,1.4999999999999167,TP
MSFT,2025-11-11 17:10:00+00:00,2025-11-11 17:35:00+00:00,505.1050109863281,504.3538622174944,504.3538622174944,506.2317341395787,665,-499.51393127443026,-1.0,SL
SPY,2025-11-11 17:20:00+00:00,2025-11-11 18:00:00+00:00,681.280029296875,682.2801448277065,680.613285609654,682.2801448277065,749,749.0865325928099,1.5,TP
AAPL,2025-11-11 17:25:00+00:00,2025-11-11 18:00:00+00:00,273.31500244140625,273.9959716796875,272.86102294921875,273.9959716796875,1101,749.7471313476562,1.5,TP
MSFT,2025-11-11 17:40:00+00:00,2025-11-11 18:15:00+00:00,505.0899963378906,505.9676829746791,504.504871913365,505.9676829746791,854,749.5443878173759,1.5000000000000486,TP
MSFT,2025-11-11 18:20:00+00:00,2025-11-11 18:45:00+00:00,506.44049072265625,507.3304683140346,505.84717232840404,507.3304683140346,842,749.3611319405624,1.500000000000048,TP
AAPL,2025-11-11 18:35:00+00:00,2025-11-11 19:10:00+00:00,274.3699951171875,274.956056867327,273.97928728376115,274.956056867327,1279,749.5729784284111,1.4999999999999272,TP
SPY,2025-11-11 19:00:00+00:00,2025-11-11 19:05:00+00:00,682.969970703125,682.4931291852679,682.4931291852679,683.6852329799107,1048,-499.7299107142517,-1.0,SL
SPY,2025-11-11 19:10:00+00:00,2025-11-11 20:55:00+00:00,682.9500122070312,682.4581865583148,682.4581865583148,683.687750680106,1016,-499.69485909594914,-1.0,SL
AAPL,2025-11-11 19:15:00+00:00,2025-11-11 20:05:00+00:00,275.20001220703125,275.72487095424106,274.850106375558,275.72487095424106,1428,749.4982910156018,1.4999999999999187,TP
MSFT,2025-11-11 20:05:00+00:00,2025-11-11 20:20:00+00:00,509.1600036621094,508.74233790806363,508.74233790806363,509.786502293178,1197,-499.945907592754,-1.0,SL
AAPL,2025-11-11 20:15:00+00:00,2025-11-11 20:40:00+00:00,275.33099365234375,275.01843697684154,275.01843697684154,275.7998286655971,1599,-499.77812412803024,-1.0,SL
MSFT,2025-11-11 20:25:00+00:00,2025-11-11 20:50:00+00:00,508.9200134277344,509.5060359409877,508.52933175223217,509.5060359409877,1279,749.522794451022,1.5000000000000728,TP
AAPL,2025-11-11 20:45:00+00:00,2025-11-11 20:50:00+00:00,275.6300048828125,275.34439958844865,275.34439958844865,276.05841282435824,1750,-499.80926513673296,-1.0,SL
AAPL,2025-11-11 20:55:00+00:00,2025-11-12 14:30:00+00:00,275.29998779296875,274.96863228934154,274.96863228934154,275.7970210484096,1508,-499.68409946982933,-1.0,SL
MSFT,2025-11-11 20:55:00+00:00,2025-11-12 14:30:00+00:00,508.82000732421875,508.33003888811385,508.33003888811385,509.55495997837613,1020,-499.76780482700065,-1.0,SL
SPY,2025-11-12 14:30:00+00:00,2025-11-12 14:45:00+00:00,684.22998046875,683.6722717285156,683.6722717285156,685.0665435791016,896,-499.70703125,-1.0,SL
MSFT,2025-11-12 14:35:00+00:00,2025-11-12 14:40:00+00:00,508.9800109863281,508.25821794782365,508.25821794782365,510.0627005440848,692,-499.4807826450949,-1.0,SL
SPY,2025-11-12 14:50:00+00:00,2025-11-12 15:30:00+00:00,683.5349731445312,682.8090427943638,682.8090427943638,684.6238686697824,688,-499.4400809152121,-1.0,SL
AAPL,2025-11-12 16:15:00+00:00,2025-11-12 18:05:00+00:00,274.2099914550781,275.0304968697684,273.6629878452846,275.0304968697684,914,749.9419490269104,1.499999999999948,TP
SPY,2025-11-12 17:35:00+00:00,2025-11-12 17:50:00+00:00,683.489990234375,682.7413286481585,682.7413286481585,684.6129826136997,667,-499.35727800639575,-1.0,SL
SPY,2025-11-12 18:05:00+00:00,2025-11-12 18:40:00+00:00,683.1300048828125,684.0836443219866,682.4942452566964,684.0836443219866,786,749.5605991908737,1.5000000000000895,TP
AAPL,2025-11-12 18:15:00+00:00,2025-11-12 18:40:00+00:00,274.8299865722656,275.31154087611606,274.50895036969865,275.31154087611606,1557,749.7800510951198,1.4999999999999114,TP
SPY,2025-11-12 18:45:00+00:00,2025-11-12 19:15:00+00:00,683.364990234375,682.8292890276227,682.8292890276227,684.1685420445034,933,-499.8092258998629,-1.0,SL
AAPL,2025-11-12 18:45:00+00:00,2025-11-12 19:00:00+00:00,275.04998779296875,275.5461120605469,274.71923828125,275.5461120605469,1511,749.6437683105469,1.5,TP
AAPL,2025-11-12 19:05:00+00:00,2025-11-12 19:15:00+00:00,275.1050109863281,274.7373591831752,274.7373591831752,275.65648869105746,1359,-499.63880048480456,-1.0,SL
AAPL,2025-11-12 19:20:00+00:00,2025-11-12 19:25:00+00:00,274.8399963378906,274.4834420340402,274.4834420340402,275.37482779366627,1402,-499.8891339983031,-1.0,SL
MSFT,2025-11-12 19:25:00+00:00,2025-11-12 19:40:00+00:00,509.510009765625,510.86422184535434,508.6072017124721,510.86422184535434,553,748.879280090323,1.4999999999999685,TP
AAPL,2025-11-12 19:30:00+00:00,2025-11-12 20:00:00+00:00,274.4002990722656,274.02374485560824,274.02374485560824,274.9651303972517,1327,-499.68744550434633,-1.0,SL
MSFT,2025-11-12 19:55:00+00:00,2025-11-12 20:50:00+00:00,510.4096984863281,511.6203166416713,509.60261971609935,511.6203166416713,619,749.3726381574309,1.5000000000000353,TP
SPY,2025-11-12 20:30:00+00:00,2025-11-12 20:35:00+00:00,683.8250122070312,683.2730233328683,683.2730233328683,684.6529955182757,905,-499.5499311174518,-1.0,SL
SPY,2025-11-12 20:40:00+00:00,2025-11-12 20:55:00+00:00,683.7000122070312,683.158913748605,683.158913748605,684.5116598946707,924,-499.9749755858925,-1.0,SL
MSFT,2025-11-12 20:55:00+00:00,2025-11-13 14:30:00+00:00,511.3599853515625,510.48423985072543,510.48423985072543,512.673603602818,570,-499.1749354771298,-1.0,SL
AAPL,2025-11-13 14:45:00+00:00,2025-11-13 15:20:00+00:00,274.489990234375,273.7481907435826,273.7481907435826,275.60268947056363,674,-499.97285679407935,-1.0,SL
MSFT,2025-11-13 15:00:00+00:00,2025-11-13 15:10:00+00:00,510.29998779296875,512.4666355678013,508.85555594308033,512.4666355678013,346,749.660130092059,1.499999999999941,TP
MSFT,2025-11-13 15:15:00+00:00,2025-11-13 15:45:00+00:00,512.469970703125,510.7176840645926,510.7176840645926,515.0984006609235,285,-499.40169198172896,-1.0,SL
MSFT,2025-11-13 15:50:00+00:00,2025-11-13 16:20:00+00:00,510.95001220703125,509.38428170340404,509.38428170340404,513.2986079624721,319,-499.4680306570793,-1.0,SL
AAPL,2025-11-13 18:55:00+00:00,2025-11-13 19:00:00+00:00,273.439208984375,273.0066920689174,273.0066920689174,274.08798435756137,1156,-499.9895542689826,-1.0,SL
AAPL,2025-11-13 19:05:00+00:00,2025-11-13 19:40:00+00:00,273.2598876953125,272.7971714564732,272.7971714564732,273.95396205357144,1080,-499.7335379464198,-1.0,SL
AAPL,2025-11-13 19:45:00+00:00,2025-11-13 20:40:00+00:00,272.70001220703125,273.39806583949496,272.2346431187221,273.39806583949496,1074,749.7096012660261,1.499999999999939,TP
MSFT,2025-11-14 15:20:00+00:00,2025-11-14 16:10:00+00:00,504.7149963378906,507.88846588134766,502.59934997558594,507.88846588134766,236,748.9388122558594,1.5,TP
AAPL,2025-11-14 15:20:00+00:00,2025-11-14 16:55:00+00:00,273.2099914550781,274.9176821027483,272.071531023298,274.9176821027483,439,749.6761943272074,1.4999999999999998,TP
SPY,2025-11-14 16:00:00+00:00,2025-11-14 16:20:00+00:00,671.340087890625,673.4005344935825,669.9664568219866,673.4005344935825,363,747.9421168735872,1.5,TP
SPY,2025-11-14 16:55:00+00:00,2025-11-14 17:50:00+00:00,674.739990234375,673.6880754743304,673.6880754743304,676.3178623744419,475,-499.6595110211899,-1.0,SL
AAPL,2025-11-14 17:00:00+00:00,2025-11-14 17:10:00+00:00,274.6575012207031,275.3508398873465,274.19527544294084,275.3508398873465,1081,749.4990986415143,1.4999999999999385,TP
AAPL,2025-11-14 17:15:00+00:00,2025-11-14 17:45:00+00:00,275.75,275.278078351702,275.278078351702,276.457882472447,1059,-499.76502554758974,-1.0,SL
