time,open,high,low,close,volume
2025-09-30 19:20:00+00:00,516.505,516.915,516.47,516.735,9101
2025-09-30 19:25:00+00:00,516.74,517.005,516.63,517.005,12067
2025-09-30 19:30:00+00:00,517.02,517.695,517.015,517.265,5802
2025-09-30 19:35:00+00:00,517.335,517.36,517.12,517.245,5389
2025-09-30 19:40:00+00:00,517.245,517.27,516.43,516.45,10739
2025-09-30 19:45:00+00:00,516.48,517.35,516.42,517.35,11910
2025-09-30 19:50:00+00:00,517.33,517.9,517.025,517.785,17088
2025-09-30 19:55:00+00:00,517.76,518.12,517.465,518.12,37665
2025-10-01 13:30:00+00:00,514.555,517.0,513.36,516.21,16867
2025-10-01 13:35:00+00:00,516.58,516.58,514.54,515.08,13830
2025-10-01 13:40:00+00:00,514.98,515.16,512.355,513.36,33349
2025-10-01 13:45:00+00:00,513.63,514.155,513.1,513.1,15362
2025-10-01 13:50:00+00:00,512.91,513.34,512.11,513.185,14782
2025-10-01 13:55:00+00:00,513.185,513.91,512.33,512.59,16917
2025-10-01 14:00:00+00:00,512.52,512.93,512.23,512.61,5361
2025-10-01 14:05:00+00:00,512.56,512.56,511.77,512.09,5667
2025-10-01 14:10:00+00:00,512.21,512.97,512.04,512.8,3508
2025-10-01 14:15:00+00:00,512.915,513.79,512.915,513.68,5601
2025-10-01 14:20:00+00:00,513.78,514.08,513.465,513.5,5767
2025-10-01 14:25:00+00:00,513.42,513.43,512.59,512.59,5480
2025-10-01 14:30:00+00:00,512.85,512.93,512.57,512.68,3725
2025-10-01 14:35:00+00:00,512.6,512.95,512.29,512.92,3228
2025-10-01 14:40:00+00:00,512.88,512.88,512.6,512.66,3439
2025-10-01 14:45:00+00:00,512.81,513.445,512.74,513.39,6608
2025-10-01 14:50:00+00:00,513.42,513.94,513.35,513.905,6802
2025-10-01 14:55:00+00:00,513.945,514.02,513.655,513.97,3332
2025-10-01 15:00:00+00:00,514.34,515.245,514.08,514.18,8496
2025-10-01 15:05:00+00:00,514.245,514.59,513.75,513.78,4264
2025-10-01 15:10:00+00:00,513.915,514.13,513.37,514.12,4990
2025-10-01 15:15:00+00:00,513.92,514.01,513.59,513.59,9708
2025-10-01 15:20:00+00:00,513.55,514.05,513.44,514.05,4211
2025-10-01 15:25:00+00:00,514.475,514.64,514.37,514.57,6013
2025-10-01 15:30:00+00:00,514.67,515.12,514.67,515.035,2632
2025-10-01 15:35:00+00:00,515.04,515.08,514.845,515.06,4833
2025-10-01 15:40:00+00:00,515.14,515.14,514.35,514.41,5752
2025-10-01 15:45:00+00:00,514.31,514.41,513.94,513.98,4781
2025-10-01 15:50:00+00:00,514.17,514.38,514.13,514.185,4000
2025-10-01 15:55:00+00:00,514.08,514.23,513.75,513.87,6194
2025-10-01 16:00:00+00:00,513.92,514.21,513.83,514.15,11494
2025-10-01 16:05:00+00:00,514.585,515.465,514.585,515.295,3352
2025-10-01 16:10:00+00:00,515.26,515.38,515.01,515.06,7161
2025-10-01 16:15:00+00:00,515.135,515.24,515.04,515.04,2593
2025-10-01 16:20:00+00:00,515.265,515.455,515.22,515.35,6614
2025-10-01 16:25:00+00:00,515.43,516.09,515.43,516.08,4453
2025-10-01 16:30:00+00:00,516.13,516.13,515.66,515.915,3145
2025-10-01 16:35:00+00:00,515.965,516.025,515.8,515.93,1963
2025-10-01 16:40:00+00:00,515.94,516.06,515.72,515.855,3713
2025-10-01 16:45:00+00:00,515.89,516.39,515.84,516.18,4783
2025-10-01 16:50:00+00:00,516.48,516.64,516.43,516.64,920
2025-10-01 16:55:00+00:00,516.545,517.04,516.545,516.955,3065
2025-10-01 17:00:00+00:00,517.045,517.19,516.8,517.19,3738
2025-10-01 17:05:00+00:00,517.175,517.28,517.1,517.11,1097
2025-10-01 17:10:00+00:00,517.06,517.11,516.68,516.73,1759
2025-10-01 17:15:00+00:00,516.76,517.45,516.76,517.34,3266
2025-10-01 17:20:00+00:00,517.36,518.205,517.36,518.205,3789
2025-10-01 17:25:00+00:00,518.32,518.875,518.305,518.75,5486
2025-10-01 17:30:00+00:00,518.735,519.205,518.43,519.205,6865
2025-10-01 17:35:00+00:00,519.185,519.37,518.99,519.145,5098
2025-10-01 17:40:00+00:00,519.22,519.505,519.04,519.11,2560
2025-10-01 17:45:00+00:00,518.545,518.545,517.905,518.03,6549
2025-10-01 17:50:00+00:00,518.0,518.055,517.63,517.66,4278
2025-10-01 17:55:00+00:00,517.54,517.87,517.21,517.66,10564
2025-10-01 18:00:00+00:00,517.59,518.0,517.58,517.82,5388
2025-10-01 18:05:00+00:00,517.81,518.29,517.785,518.29,9426
2025-10-01 18:10:00+00:00,518.36,518.36,518.03,518.23,6304
2025-10-01 18:15:00+00:00,518.2,518.51,518.2,518.38,7813
2025-10-01 18:20:00+00:00,518.48,518.48,518.185,518.22,4507
2025-10-01 18:25:00+00:00,518.17,518.93,518.17,518.93,5826
2025-10-01 18:30:00+00:00,518.77,519.045,518.66,519.04,2903
2025-10-01 18:35:00+00:00,519.04,519.47,519.0,519.455,3467
2025-10-01 18:40:00+00:00,519.525,519.525,519.09,519.14,3754
2025-10-01 18:45:00+00:00,519.13,519.42,519.13,519.42,745
2025-10-01 18:50:00+00:00,519.54,519.84,519.53,519.675,1704
2025-10-01 18:55:00+00:00,519.69,519.69,519.32,519.36,6070
2025-10-01 19:00:00+00:00,519.44,519.52,519.37,519.52,3160
2025-10-01 19:05:00+00:00,519.53,519.78,519.48,519.5,2160
2025-10-01 19:10:00+00:00,519.63,519.63,519.155,519.26,4194
2025-10-01 19:15:00+00:00,519.24,519.43,518.76,518.76,4692
2025-10-01 19:20:00+00:00,518.78,519.03,518.66,518.69,7496
2025-10-01 19:25:00+00:00,518.57,518.71,518.32,518.71,7949
2025-10-01 19:30:00+00:00,518.75,519.17,518.68,519.17,3094
2025-10-01 19:35:00+00:00,518.93,518.93,518.66,518.66,5000
2025-10-01 19:40:00+00:00,518.79,518.88,518.55,518.55,4958
2025-10-01 19:45:00+00:00,518.52,518.84,518.37,518.82,8597
2025-10-01 19:50:00+00:00,518.9,519.71,518.9,519.06,13816
2025-10-01 19:55:00+00:00,519.1,520.46,519.1,519.68,24181
2025-10-02 13:30:00+00:00,517.575,521.29,517.1,520.815,12509
2025-10-02 13:35:00+00:00,520.64,521.33,518.44,518.44,11340
2025-10-02 13:40:00+00:00,517.79,518.245,517.625,517.93,4707
2025-10-02 13:45:00+00:00,517.715,519.135,517.715,517.805,5842
2025-10-02 13:50:00+00:00,517.76,517.76,516.91,517.485,3856
2025-10-02 13:55:00+00:00,517.5,518.57,517.41,518.49,7062
2025-10-02 14:00:00+00:00,518.41,518.72,518.08,518.72,5565
2025-10-02 14:05:00+00:00,518.55,518.635,518.11,518.21,5991
2025-10-02 14:10:00+00:00,518.185,518.355,517.25,517.25,4646
2025-10-02 14:15:00+00:00,517.305,518.395,517.29,518.18,8189
2025-10-02 14:20:00+00:00,518.09,518.215,517.9,517.91,4042
2025-10-02 14:25:00+00:00,517.91,517.91,517.035,517.035,4881
2025-10-02 14:30:00+00:00,517.115,518.0,517.115,517.62,8497
2025-10-02 14:35:00+00:00,517.625,519.07,517.625,518.9,25443
2025-10-02 14:40:00+00:00,518.985,518.985,518.42,518.695,10493
2025-10-02 14:45:00+00:00,518.64,518.65,517.775,518.42,23518
2025-10-02 14:50:00+00:00,518.38,518.38,517.16,517.24,8782
2025-10-02 14:55:00+00:00,517.11,517.11,514.96,515.015,9131
2025-10-02 15:00:00+00:00,514.61,514.61,510.7,511.755,28090
2025-10-02 15:05:00+00:00,511.98,512.31,511.01,512.205,15945
2025-10-02 15:10:00+00:00,512.15,512.975,511.18,511.535,9111
2025-10-02 15:15:00+00:00,511.63,512.94,511.4,512.845,5070
2025-10-02 15:20:00+00:00,512.78,513.01,512.205,512.26,9315
2025-10-02 15:25:00+00:00,512.09,512.09,510.97,511.8,8652
2025-10-02 15:30:00+00:00,511.54,511.97,511.33,511.42,8356
2025-10-02 15:35:00+00:00,511.48,511.63,510.81,511.22,9662
2025-10-02 15:40:00+00:00,511.285,512.45,511.285,512.45,8463
